date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:39:42	4373/4373	---M--	200	added ('OK')	image/png	etag:%22d46b869c410e7e4ed87eb5a521cadb35%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d383abaf1f7ed54ba791a13_icons8-paint-palette-100.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d383abaf1f7ed54ba791a13_icons8-paint-palette-100.png	(from https://enigma-software-template.webflow.io/home/startup)
18:39:42	2294/2294	---M--	200	added ('OK')	image/png	etag:%2222af335d00b81a799a8847a1a51a4dc0%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d383abaf1f7ed4253791a11_icons8-adjustment-100.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d383abaf1f7ed4253791a11_icons8-adjustment-100.png	(from https://enigma-software-template.webflow.io/home/startup)
18:39:42	3867/3867	---M--	200	added ('OK')	image/png	etag:%22a4ed4a797bf9d7d298379a9ccce8ea9c%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d383abaf1f7ed4adb791a17_icons8-time-100.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d383abaf1f7ed4adb791a17_icons8-time-100.png	(from https://enigma-software-template.webflow.io/home/startup)
18:39:42	1773/1773	---M--	200	added ('OK')	image/png	etag:%227da3269169864dd8383e5d64c52dbeb2%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ba973567bcea8abb122b_icons8-page-100.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ba973567bcea8abb122b_icons8-page-100.png	(from https://enigma-software-template.webflow.io/home/startup)
18:39:44	196758/196758	---M-Z	200	added ('OK')	text/javascript	etag:%22c5d9e6129b267bd70b4c4dd3db4c207f%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/js/webflow.917fc9330.js	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/js/webflow.917fc9330.js	(from https://enigma-software-template.webflow.io/home/startup)
18:39:44	88145/88145	---MCZ	200	added ('OK')	application/javascript	etag:W/%22220afd743d9e9643852e31a135a9f3ae%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.4.1.min.220afd743d.js?site=5d383a8df1f7ed4f58791999	C:/My%20Web%20Sites/CA/d3e54v103j8qbb.cloudfront.net/js/jquery-3.4.1.min.220afd743d613e.js	(from https://enigma-software-template.webflow.io/home/startup)
18:39:44	3922/3922	---M--	200	added ('OK')	image/png	etag:%2247a77d83067ff16ff558ec634acc7840%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ba973567bc2124bb1204_phone.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ba973567bc2124bb1204_phone.png	(from https://enigma-software-template.webflow.io/home/saas)
18:39:45	6533/6533	---M--	200	added ('OK')	image/png	etag:%228d7e9a9ae43c5d0671da72c078b428cb%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ba973567bc9cc6bb1206_rocket.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ba973567bc9cc6bb1206_rocket.png	(from https://enigma-software-template.webflow.io/home/saas)
18:39:45	6872/6872	---M--	200	added ('OK')	image/png	etag:%22d43516a176993fe84e48c5cc2919d5a2%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ba973567bc58febb120a_box.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ba973567bc58febb120a_box.png	(from https://enigma-software-template.webflow.io/home/saas)
18:39:45	8149/8149	---M--	200	added ('OK')	image/png	etag:%229c7a37a9e052cdfeea787ef0437f7b0b%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ba973567bc18b3bb1208_robot.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ba973567bc18b3bb1208_robot.png	(from https://enigma-software-template.webflow.io/home/saas)
18:39:45	2476/2476	---M--	200	added ('OK')	image/png	etag:%2224b7cc6eea3acfabc7e91b2685e5061c%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ba973567bc27f9bb1224_icons8-chupa-chups-100.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ba973567bc27f9bb1224_icons8-chupa-chups-100.png	(from https://enigma-software-template.webflow.io/home/saas)
18:39:45	2414/2414	---M--	200	added ('OK')	image/png	etag:%223372d84a2ba01a82b84e4beed1c6fa82%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ba973567bc0a87bb1228_icons8-chocolate-bar-100.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ba973567bc0a87bb1228_icons8-chocolate-bar-100.png	(from https://enigma-software-template.webflow.io/home/saas)
18:39:46	3108/3108	---M--	200	added ('OK')	image/png	etag:%22d0ad4e553f76cca34eda26a9298a246e%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ba973567bc52f2bb1226_icons8-american-pancakes-100.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ba973567bc52f2bb1226_icons8-american-pancakes-100.png	(from https://enigma-software-template.webflow.io/home/saas)
18:39:46	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2030%20Jun%202022%2013:09:46%20GMT	https://enigma-software-template.webflow.io/home/%22https://uploads-ssl.webflow.com/5d383fa791bed063aa987065/5d383fadf1f7ed3e8a79534e_1563967404597-image3.jpg%22	C:/My%20Web%20Sites/CA/enigma-software-template.webflow.io/home/_https_/uploads-ssl.webflow.com/5d383fa791bed063aa987065/5d383fadf1f7ed3e8a79534e_1563967404597-image3.jpg_	(from https://enigma-software-template.webflow.io/home/saas)
18:39:46	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2030%20Jun%202022%2013:09:46%20GMT	https://enigma-software-template.webflow.io/home/%22https://uploads-ssl.webflow.com/5d383fa791bed063aa987065/5d383fadc65d4093c820ff5f_1563967404485-image15.jpg%22	C:/My%20Web%20Sites/CA/enigma-software-template.webflow.io/home/_https_/uploads-ssl.webflow.com/5d383fa791bed063aa987065/5d383fadc65d4093c820ff5f_1563967404485-image15.jpg_	(from https://enigma-software-template.webflow.io/home/saas)
18:39:47	2075/2075	---M--	200	added ('OK')	image/png	etag:%22cfcff4932453e1390824e1c8babb4de0%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ba973567bc0c43bb1216_icons8-like-message-100.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ba973567bc0c43bb1216_icons8-like-message-100.png	(from https://enigma-software-template.webflow.io/home/saas)
18:39:48	1937/1937	---M--	200	added ('OK')	image/png	etag:%22eb35ef62b63d22faf41f7fcd3a36dd73%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38d0da7a00da45b6d9af63_icons8-apple-logo-100.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38d0da7a00da45b6d9af63_icons8-apple-logo-100.png	(from https://enigma-software-template.webflow.io/home/company)
18:39:48	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2030%20Jun%202022%2013:09:48%20GMT	https://enigma-software-template.webflow.io/home/application	C:/My%20Web%20Sites/CA/enigma-software-template.webflow.io/home/application	(from https://enigma-software-template.webflow.io/home/startup)
18:39:48	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=5d383a8df1f7ed4f58791999	C:/My%20Web%20Sites/CA/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8613e.js	(from https://enigma-software-template.webflow.io/home/saas)
18:39:48	821/821	---M--	200	added ('OK')	image/png	etag:%22fa2f2de7c35e28379111333c97349793%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38d0da7a00da7fd2d9af65_icons8-windows-10-100.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38d0da7a00da7fd2d9af65_icons8-windows-10-100.png	(from https://enigma-software-template.webflow.io/home/company)
18:39:49	1423/1423	---M--	200	added ('OK')	image/png	etag:%223544eca9208ef77ab8c734f4768e3eb2%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38d0da7a00dabfbdd9af61_icons8-android-os-100.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38d0da7a00dabfbdd9af61_icons8-android-os-100.png	(from https://enigma-software-template.webflow.io/home/company)
18:39:49	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2030%20Jun%202022%2013:09:49%20GMT	https://enigma-software-template.webflow.io/home/agency	C:/My%20Web%20Sites/CA/enigma-software-template.webflow.io/home/agency	(from https://enigma-software-template.webflow.io/home/startup)
18:39:49	3273/3273	---M--	200	added ('OK')	image/png	etag:%22960e6652241e6a71cb5c7798baded1de%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ddc87a00da308cd9f637_icons8-rocket-100.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ddc87a00da308cd9f637_icons8-rocket-100.png	(from https://enigma-software-template.webflow.io/home/developers)
18:39:50	5698/5698	---M--	200	added ('OK')	image/png	etag:%22c16befc406023d8e7a787c450620fe79%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ddc87a00dae871d9f639_icons8-super-mario-100.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38ddc87a00dae871d9f639_icons8-super-mario-100.png	(from https://enigma-software-template.webflow.io/home/developers)
18:39:50	2521/2521	---M--	200	added ('OK')	image/png	etag:%22624b1a211686445b9744640e930017a3%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38d0da7a00da0ae8d9af67_icons8-heart-100.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38d0da7a00da0ae8d9af67_icons8-heart-100.png	(from https://enigma-software-template.webflow.io/home/developers)
18:39:51	4878/4878	---M--	200	added ('OK')	image/png	etag:%22eb169c146905d354a2f133b2aa88b902%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38d0da7a00da6821d9af5b_icons8-network-care-100.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38d0da7a00da6821d9af5b_icons8-network-care-100.png	(from https://enigma-software-template.webflow.io/home/developers)
18:39:52	3809/3809	---M--	200	added ('OK')	image/png	etag:%22bca64b89d66ca4f4188eb6f4cbfe53ca%22	https://uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38d0da7a00da4930d9af59_icons8-severity-100.png	C:/My%20Web%20Sites/CA/uploads-ssl.webflow.com/5d383a8df1f7ed4f58791999/5d38d0da7a00da4930d9af59_icons8-severity-100.png	(from https://enigma-software-template.webflow.io/home/developers)
18:39:52	16/16	---M--	502	error ('Bad%20Gateway')	text/html	date:Thu,%2030%20Jun%202022%2013:09:52%20GMT	https://enigma-software-template.webflow.io/home/%22https://uploads-ssl.webflow.com/5d383fa791bed063aa987065/5d383fadf1f7ed3e8a79534e_1563967404597-image3.jpg%22	C:/My%20Web%20Sites/CA/enigma-software-template.webflow.io/home/_https_/uploads-ssl.webflow.com/5d383fa791bed063aa987065/5d383fadf1f7ed3e8a79534e_1563967404597-image3.jpg_	(from https://enigma-software-template.webflow.io/home/saas)
18:39:53	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2030%20Jun%202022%2013:09:52%20GMT	https://enigma-software-template.webflow.io/home/agency	C:/My%20Web%20Sites/CA/enigma-software-template.webflow.io/home/agency	(from https://enigma-software-template.webflow.io/home/startup)
18:39:53	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2030%20Jun%202022%2013:09:52%20GMT	https://enigma-software-template.webflow.io/home/application	C:/My%20Web%20Sites/CA/enigma-software-template.webflow.io/home/application	(from https://enigma-software-template.webflow.io/home/startup)
18:39:53	16/16	---MC-	502	error ('Bad%20Gateway')	text/html	date:Thu,%2030%20Jun%202022%2013:09:52%20GMT	https://enigma-software-template.webflow.io/home/%22https://uploads-ssl.webflow.com/5d383fa791bed063aa987065/5d383fadc65d4093c820ff5f_1563967404485-image15.jpg%22	C:/My%20Web%20Sites/CA/enigma-software-template.webflow.io/home/_https_/uploads-ssl.webflow.com/5d383fa791bed063aa987065/5d383fadc65d4093c820ff5f_1563967404485-image15.jpg_	(from https://enigma-software-template.webflow.io/home/saas)
18:39:53	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2030%20Jun%202022%2013:09:53%20GMT	https://enigma-software-template.webflow.io/home/%22https://uploads-ssl.webflow.com/5d383fa791bed063aa987065/5d383fadf1f7ed3e8a79534e_1563967404597-image3.jpg%22	C:/My%20Web%20Sites/CA/enigma-software-template.webflow.io/home/_https_/uploads-ssl.webflow.com/5d383fa791bed063aa987065/5d383fadf1f7ed3e8a79534e_1563967404597-image3.jpg_	(from https://enigma-software-template.webflow.io/home/saas)
18:39:53	16/16	---MC-	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2030%20Jun%202022%2013:09:53%20GMT	https://enigma-software-template.webflow.io/home/%22https://uploads-ssl.webflow.com/5d383fa791bed063aa987065/5d383fadc65d4093c820ff5f_1563967404485-image15.jpg%22	C:/My%20Web%20Sites/CA/enigma-software-template.webflow.io/home/_https_/uploads-ssl.webflow.com/5d383fa791bed063aa987065/5d383fadc65d4093c820ff5f_1563967404485-image15.jpg_	(from https://enigma-software-template.webflow.io/home/saas)
